Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Primary_Cuisine,Price_Category,Rating_Category
Faasos - Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",3.8,200,Kadugodi,Snacks,Budget,Good
Asian Fiction,"Asian, Chinese, Thai, Vietnamese, Malaysian, Sushi, Japanese",3.8,500,Kadugodi,Asian,Premium,Good
Absolute Momo Cafe,Chinese,3.7,250,Kadugodi,Chinese,Mid-Range,Good
Aariya Cafe,"North Indian, Chinese, Indian, Beverages, Ice Cream",3.2,300,Kadugodi,North Indian,Mid-Range,Average
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",3.3,600,Kadugodi,Burgers,Premium,Average
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.5,200,Kadugodi,North Indian,Budget,Average
Rangamati Bengali Cuisine,Bengali,3.0,300,Kadugodi,Bengali,Mid-Range,Poor
Petuk,"Chinese, North Indian, Bengali, Mughlai",3.8,400,Kadugodi,Chinese,Mid-Range,Good
KOLKATA FAMOUS KATTI ROOLL,Snacks,3.5,100,Kadugodi,Snacks,Budget,Average
Dahi Besar,"Bengali, Oriya, Seafood, South Indian, Thalis",3.7,200,Kadugodi,Bengali,Budget,Good
Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",3.7,200,Kadugodi,American,Budget,Good
Hard Rock Cafe - Whitefield,"American, Continental, Indian",3.7,900,Kadugodi,American,Luxury,Good
LunchBox - Meals and Thalis,"North Indian, Punjabi, Combo, Biryani, Healthy Food, Jain, Thalis, Indian, Mughl...",3.8,200,Kadugodi,North Indian,Budget,Good
Lassi Shop,"Desserts, Beverages",3.9,100,Kadugodi,Desserts,Budget,Good
Bengali Tadka (Taste Of Bengal),"Bengali, Thalis, Beverages",3.5,200,Kammanahalli,Bengali,Budget,Average
Super Maggie's kitchen,Healthy Food,3.6,200,Kammanahalli,Healthy Food,Budget,Good
GOWHEY- HEALTHY DESSERT COMPANY,"Ice Cream, Healthy Food, Desserts",3.9,200,Kammanahalli,Ice Cream,Budget,Good
981 THE FOOD HUB,"Indian, Chinese, South Indian, Tandoor, Juices, Beverages",3.8,400,Kammanahalli,Indian,Mid-Range,Good
Pandit Bhojanalaya,"North Indian, Indian, Chinese, Punjabi, Home Food",3.0,200,Kammanahalli,North Indian,Budget,Poor
HUNGRY CHANG,"Chinese, Pan-Asian, Fast Food, Combo",3.7,280,Kammanahalli,Chinese,Mid-Range,Good
AB s-Absolute Barbecues,"Biryani, North Indian, Kebabs, Pan-Asian",3.0,400,Kammanahalli,Biryani,Mid-Range,Poor
Desi Masala,Indian,3.0,798,Kammanahalli,Indian,Luxury,Poor
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.9,250,Kammanahalli,Chinese,Mid-Range,Good
The Punjabi kitchen,"Indian, North Indian, Bengali",3.2,10,Kammanahalli,Indian,Budget,Average
Naatil Evideya,"Indian, Kerala, Seafood, Coastal, Biryani, Use Code MAD71 to avail",3.6,250,Kammanahalli,Indian,Mid-Range,Good
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.7,300,Kammanahalli,North Indian,Mid-Range,Good
Bait Al Mandi,"Arabian, Indian, Snacks",3.6,400,Kammanahalli,Arabian,Mid-Range,Good
Great Pizzas,"Italian, Beverages",3.5,300,Kammanahalli,Italian,Mid-Range,Average
MMA Kabab & Rolls,"Biryani, Chinese, Mughlai, Arabian",3.8,200,Kammanahalli,Biryani,Budget,Good
AL BAIN RESTAURANT,"Middle Eastern, Biryani, Chinese",3.8,300,Kammanahalli,Middle Eastern,Mid-Range,Good
Giselle Resto Cafe,"Continental, Italian",3.2,700,Kammanahalli,Continental,Premium,Average
Say Cheese! Pizza,"Pizzas, Italian, Desserts",3.1,300,Kammanahalli,Pizzas,Mid-Range,Average
Meghduth Biryanis,"Biryani, Andhra, Hyderabadi, South Indian",3.9,400,Kammanahalli,Biryani,Mid-Range,Good
Pizza Heaven,"Pizzas, Italian, Desserts",3.5,200,Kammanahalli,Pizzas,Budget,Average
Chai Sutta Cafe,"Beverages, Juices",3.6,300,Kammanahalli,Beverages,Mid-Range,Good
BANGARPET CHATS,"Chaat, Snacks",3.5,100,Kammanahalli,Chaat,Budget,Average
Sri Ram Bhojanalay,"North Indian, Punjabi, South Indian, Chinese, Desserts, Chaat",3.7,10,Kammanahalli,North Indian,Budget,Good
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.1,200,Kammanahalli,North Indian,Budget,Average
Pathaan Sir,Fast Food,3.6,150,Kammanahalli,Fast Food,Budget,Good
Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.8,600,Kammanahalli,North Indian,Premium,Good
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food",3.8,250,Kammanahalli,North Indian,Mid-Range,Good
Shri Nellore Mess,Biryani,3.8,450,Kammanahalli,Biryani,Premium,Good
Dindigul Thalappakatti,"Biryani, Barbecue, South Indian, Chinese, North Indian",3.7,600,Kammanahalli,Biryani,Premium,Good
Shree Krishna Chaats and Fast Food,"Chaat, Snacks, Fast Food",3.5,200,Kammanahalli,Chaat,Budget,Average
Chandni Chowk,"North Indian, Fast Food, Street Food, Chaat, Sweets, Snacks, Combo",3.4,150,Kammanahalli,North Indian,Budget,Average
Khadak Singh Ka Dhaba,"North Indian, Tandoor, Indian, Biryani, Grill, Juices, Desserts, Beverages",3.3,450,Kammanahalli,North Indian,Premium,Average
Punith Food court,"South Indian, Chinese",3.4,200,Kammanahalli,South Indian,Budget,Average
Hao Chi,"Chinese, Thai, Pan-Asian, Asian, Desserts",3.9,400,Kammanahalli,Chinese,Mid-Range,Good
Cooke & Co,"Indian, Desserts",3.5,350,Kammanahalli,Indian,Mid-Range,Average
Peppa Zzing,Street Food,3.8,500,Kammanahalli,Street Food,Premium,Good
The Lassi Corner,"Beverages, Ice Cream, Desserts",3.3,150,Kammanahalli,Beverages,Budget,Average
Aroma Of Bangalore,"Indian, Chinese",3.3,400,Kammanahalli,Indian,Mid-Range,Average
BUCKET BIRYANI,"Biryani, North Indian, Chinese",3.9,700,Kammanahalli,Biryani,Premium,Good
Rolls & Bowls Company,"North Indian, Chinese, Desserts",3.7,250,Kammanahalli,North Indian,Mid-Range,Good
The Momo Co.,Tibetan,3.8,250,Kammanahalli,Tibetan,Mid-Range,Good
Punjabi Nawabi,"North Indian, Biryani, Chinese",3.3,400,Kammanahalli,North Indian,Mid-Range,Average
GOPIZZA,"Pizzas, Snacks, Beverages",3.7,300,Kammanahalli,Pizzas,Mid-Range,Good
Coorg pork station,"Biryani, Chinese",3.8,400,Kammanahalli,Biryani,Mid-Range,Good
Roti Ghar Ki,"North Indian, Chinese, Punjabi, Home Food, Indian",3.8,150,Kammanahalli,North Indian,Budget,Good
Om meals and Paratha junction,"North Indian, South Indian, Home Food, Desserts, Beverages, Chinese, Biryani, Ke...",3.7,15,Kammanahalli,North Indian,Budget,Good
HomeLike,"Home Food, North Indian, Biryani, Thalis, Beverages, Chinese, Healthy Food, Indi...",3.8,300,Kammanahalli,Home Food,Mid-Range,Good
Hotel New karavali,"Chinese, North Indian",3.8,450,Kammanahalli,Chinese,Premium,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.5,200,Kammanahalli,Bakery,Budget,Average
Desi Khana,North Indian,3.2,200,Kammanahalli,North Indian,Budget,Average
LAHAB MANDI & BBQ Multi Cuisine Restaurant,"Biryani, Chinese",3.7,400,Kammanahalli,Biryani,Mid-Range,Good
Nadan Pothichoru,"South Indian, Kerala, Biryani",3.7,200,Kammanahalli,South Indian,Budget,Good
The Chocolate Heaven,"Desserts, Beverages, Italian, Bakery, Pizzas, Continental, Pastas",3.9,400,Kammanahalli,Desserts,Mid-Range,Good
Imperio Juice and Cafe,Juices,3.9,250,Kammanahalli,Juices,Mid-Range,Good
Kannur Restaurant,"North Indian, South Indian, Kerala",3.8,500,Kammanahalli,North Indian,Premium,Good
khayal resturant,"Arabian, Snacks",3.6,500,Kammanahalli,Arabian,Premium,Good
Just Shawarma,Arabian,3.9,300,Kammanahalli,Arabian,Mid-Range,Good
South Indian Chettinad restaurant,"Chettinad, Chinese, Indian, Tandoor",3.8,300,Kammanahalli,Chettinad,Mid-Range,Good
Punith Special Biriyani,"Biryani, Combo",3.0,200,Kammanahalli,Biryani,Budget,Poor
Chaatimes,"Fast Food, Street Food",3.6,150,Kammanahalli,Fast Food,Budget,Good
Punjabi Unplugged,"Punjabi, North Indian, Mughlai, Chinese",3.7,200,Kammanahalli,Punjabi,Budget,Good
Pepes Pizza,"Pizzas, Continental",3.8,500,Kammanahalli,Pizzas,Premium,Good
Ministry of Ice Creams,"Ice Cream, Desserts, Beverages",3.8,200,Kammanahalli,Ice Cream,Budget,Good
ICE CORNER,"Desserts, Beverages, Ice Cream, Juices",3.3,200,Kammanahalli,Desserts,Budget,Average
Royal Donne Biryani,"Biryani, Chinese, Indian, Tandoor",3.5,400,Kammanahalli,Biryani,Mid-Range,Average
The Chaap Factory,"Kebabs, North Indian, Home Food, Indian, Thalis, Pizzas, Beverages",3.8,350,Kammanahalli,Kebabs,Mid-Range,Good
Slurpy Shakes,"Desserts, Beverages, Ice Cream",3.9,150,Kammanahalli,Desserts,Budget,Good
Punjabi Zaika,Biryani,3.9,300,Kammanahalli,Biryani,Mid-Range,Good
Alba Cafe,Indian,3.7,400,Kammanahalli,Indian,Mid-Range,Good
Imperio restaurant,"Chinese, South Indian, North Indian, Continental, Desserts, Kerala, Andhra, Beve...",3.8,300,Kammanahalli,Chinese,Mid-Range,Good
 Madurai Muniyandi Vilas ,"North Indian, South Indian, Desserts",3.4,400,Kammanahalli,North Indian,Mid-Range,Average
Juice Shop,"Juices, Beverages, Desserts, Ice Cream",3.8,150,Kammanahalli,Juices,Budget,Good
Curries and Pickles,"Andhra, Chinese, Seafood, South Indian",3.0,300,Kammanahalli,Andhra,Mid-Range,Poor
Omleterian,"Continental, American",3.9,300,Kammanahalli,Continental,Mid-Range,Good
Fanoos Xpress,North Indian,3.9,600,Kammanahalli,North Indian,Premium,Good
Donne Biriyani House,Biryani,3.5,300,Kammanahalli,Biryani,Mid-Range,Average
Donne Biriyanis Junction,Biryani,3.8,300,Kammanahalli,Biryani,Mid-Range,Good
Khichdi Kahani,Indian,3.4,200,Kammanahalli,Indian,Budget,Average
Anjappar,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian",3.8,600,Kammanahalli,Chettinad,Premium,Good
The Golden Thali,"Indian, North Indian",3.9,200,Kammanahalli,Indian,Budget,Good
Say Noodles,"North Indian, Asian, Thai",3.9,300,Kammanahalli,North Indian,Mid-Range,Good
Lassi Shop,"Ice Cream, Italian, Juices",3.7,90,Kammanahalli,Ice Cream,Budget,Good
Chinese Wok (Wok Express),"Chinese, Asian, Tibetan, Desserts",3.7,250,Kammanahalli,Chinese,Mid-Range,Good
Emirates Restaurant,"Biryani, Chinese, Indian",3.6,400,Kammanahalli,Biryani,Mid-Range,Good
Sardarji Londonwaley,"Biryani, North Indian, Chinese",3.6,400,Kammanahalli,Biryani,Mid-Range,Good
Manasa Fishland,"Seafood, Biryani, Chinese, Tandoor",3.9,399,Kammanahalli,Seafood,Mid-Range,Good
Donne Biryani Kuteera,"Biryani, Indian, Chinese",3.8,150,Kammanahalli,Biryani,Budget,Good
Swad Restaurant,"South Indian, Chinese, North Indian, Beverages, Indian, Street Food, Home Food, ...",3.7,20,Kammanahalli,South Indian,Budget,Good
SHAMS FAST FOODS,Chinese,3.9,250,Kammanahalli,Chinese,Mid-Range,Good
Wok Chow Chinese & Thai Restaraunt,"Chinese, Thai",3.9,300,Kammanahalli,Chinese,Mid-Range,Good
Bowl Soul,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese...",3.8,250,Kammanahalli,Indian,Mid-Range,Good
BANGALORE BITES,"Mexican, Italian, Chinese",3.8,200,Kanakapura Road,Mexican,Budget,Good
Rolls & Bowls Company,"North Indian, Chinese, Desserts",3.5,250,Kanakapura Road,North Indian,Mid-Range,Average
GOWDRU BADOTA NATI STYLE (FIREWOOD COOKING ),Indian,3.8,300,Kanakapura Road,Indian,Mid-Range,Good
Andhra Gunpowder,"Andhra, Biryani, South Indian",3.9,350,Kanakapura Road,Andhra,Mid-Range,Good
Five Star Chicken,Snacks,3.7,199,Kanakapura Road,Snacks,Budget,Good
Onesta,Italian,3.6,200,Kanakapura Road,Italian,Budget,Good
Beijing Bites,"Chinese, Thai",3.9,450,Kanakapura Road,Chinese,Premium,Good
HomeSe Just Veg,"Home Food, South Indian, North Indian",3.9,200,Kanakapura Road,Home Food,Budget,Good
Adiga's,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts",3.5,200,Kanakapura Road,South Indian,Budget,Average
new donne biriyani mane,North Indian,3.4,250,Kanakapura Road,North Indian,Mid-Range,Average
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food",3.6,250,Kanakapura Road,North Indian,Mid-Range,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.5,250,Kanakapura Road,Biryani,Mid-Range,Average
UBQ BY Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.8,300,Kanakapura Road,North Indian,Mid-Range,Good
Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.8,600,Kanakapura Road,North Indian,Premium,Good
TAJ LAZEEZ RESTAURANT,"North Indian, Chinese",3.7,350,Kanakapura Road,North Indian,Mid-Range,Good
EIGHTY RASTA,Fast Food,3.6,400,Kanakapura Road,Fast Food,Mid-Range,Good
Hotel Empire,Beverages,3.8,300,Kanakapura Road,Beverages,Mid-Range,Good
BURNOUT CAFE,"Chinese, Continental, Italian",3.3,600,Kanakapura Road,Chinese,Premium,Average
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.9,400,Kanakapura Road,North Indian,Mid-Range,Good
Biryani by Kilo,"Biryani, Hyderabadi, Kebabs, North Indian, Mughlai",3.9,600,Kanakapura Road,Biryani,Premium,Good
BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Desserts",3.8,250,Kanakapura Road,North Indian,Mid-Range,Good
Chikpet Donne Biriyani House,Biryani,3.3,300,Kanakapura Road,Biryani,Mid-Range,Average
The Momo Co.,"Chinese, Asian",3.6,250,Kanakapura Road,Chinese,Mid-Range,Good
Pastas By Pizza Hut,"Pastas, Pizzas, Italian, Fast Food, Beverages",3.6,300,Koramangala,Pastas,Mid-Range,Good
Halli Donne Biryani,South Indian,3.5,200,Koramangala,South Indian,Budget,Average
Kerala Note Book,"Kerala, Biryani, South Indian, North Indian, Desserts, Beverages",3.4,350,Koramangala,Kerala,Mid-Range,Average
PVR Cafe,"Snacks, Fast Food, Beverages",3.7,400,Koramangala,Snacks,Mid-Range,Good
Shahenshah Biryani,"Biryani, North Indian, Indian",3.8,400,Koramangala,Biryani,Mid-Range,Good
Malabar Cafe,"Kerala, South Indian, Desserts, Barbecue, Mughlai, Seafood",3.4,349,Koramangala,Kerala,Mid-Range,Average
Burger Blues,"Fast Food, American, Beverages",3.8,250,Koramangala,Fast Food,Mid-Range,Good
The Momo Co.,"Chinese, Pan-Asian, Tibetan",3.9,250,Koramangala,Chinese,Mid-Range,Good
Pathaan Sir,North Indian,3.8,200,Koramangala,North Indian,Budget,Good
Drunken Monkey,"Healthy Food, Beverages, Juices",3.4,300,Koramangala,Healthy Food,Mid-Range,Average
Tharavadu,"Chinese, Kerala",3.6,300,Koramangala,Chinese,Mid-Range,Good
Maa Di Hatti,"North Indian, Punjabi, Chinese, Thalis",3.7,150,Koramangala,North Indian,Budget,Good
Goodness Grills,"Healthy Food, Continental, Keto, Indian, Salads",3.9,350,Koramangala,Healthy Food,Mid-Range,Good
Sera's Cuisine,"Indian, Biryani, Seafood",3.9,300,Koramangala,Indian,Mid-Range,Good
RF Cake and Flowers,Bakery,3.6,200,Koramangala,Bakery,Budget,Good
Puliyogare Palace,South Indian,3.5,200,Koramangala,South Indian,Budget,Average
Chinese Wok (Wok Express),"Chinese, Asian, Tibetan, Desserts",3.8,250,Koramangala,Chinese,Mid-Range,Good
Lassi  Shop,"Beverages, Snacks, Desserts, Salads, Juices, Ice Cream, Healthy Food",3.9,200,Koramangala,Beverages,Budget,Good
